#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-10T01:11:36 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-10T01:11:36	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=0.9
#-out=track
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=1000	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	track	(a5)	Evolutionary trask for this mass	[ucd=meta.ref.url]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	track	Zini	logL	logTe
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.355	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.338	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.321	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.296	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.263	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.739
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.167	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.752
  0.901	0.014	 -0.354	3.724
  0.904	0.014	 -0.346	3.726
  0.908	0.014	 -0.337	3.727
  0.912	0.014	 -0.329	3.728
  0.915	0.014	 -0.320	3.729
  0.919	0.014	 -0.312	3.730
  0.923	0.014	 -0.304	3.732
  0.927	0.014	 -0.295	3.733
  0.930	0.014	 -0.287	3.734
  0.934	0.014	 -0.279	3.735
  0.938	0.014	 -0.271	3.736
  0.942	0.014	 -0.262	3.737
  0.945	0.014	 -0.254	3.738
  0.949	0.014	 -0.246	3.740
  0.956	0.014	 -0.230	3.742
  0.964	0.014	 -0.214	3.744
  0.971	0.014	 -0.198	3.746
  0.979	0.014	 -0.182	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.151	3.753
  0.901	0.014	 -0.351	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.310	3.731
  0.923	0.014	 -0.301	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.285	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.260	3.737
  0.945	0.014	 -0.252	3.738
  0.949	0.014	 -0.244	3.740
  0.956	0.014	 -0.228	3.742
  0.964	0.014	 -0.212	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.181	3.748
  0.986	0.014	 -0.166	3.750
  0.994	0.014	 -0.150	3.753
  0.901	0.014	 -0.354	3.725
  0.904	0.014	 -0.345	3.726
  0.908	0.014	 -0.337	3.727
  0.912	0.014	 -0.328	3.728
  0.915	0.014	 -0.320	3.729
  0.919	0.014	 -0.311	3.730
  0.923	0.014	 -0.303	3.732
  0.927	0.014	 -0.295	3.733
  0.930	0.014	 -0.286	3.734
  0.934	0.014	 -0.278	3.735
  0.938	0.014	 -0.270	3.736
  0.942	0.014	 -0.262	3.737
  0.945	0.014	 -0.253	3.738
  0.949	0.014	 -0.245	3.740
  0.956	0.014	 -0.229	3.742
  0.964	0.014	 -0.213	3.744
  0.971	0.014	 -0.197	3.746
  0.979	0.014	 -0.181	3.748
  0.986	0.014	 -0.165	3.750
  0.994	0.014	 -0.150	3.753
  0.901	0.014	 -0.351	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.334	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.730
  0.919	0.014	 -0.309	3.731
  0.923	0.014	 -0.301	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.284	3.734
  0.934	0.014	 -0.276	3.735
  0.938	0.014	 -0.268	3.736
  0.942	0.014	 -0.260	3.737
  0.945	0.014	 -0.252	3.739
  0.949	0.014	 -0.244	3.740
  0.956	0.014	 -0.228	3.742
  0.964	0.014	 -0.212	3.744
  0.971	0.014	 -0.196	3.746
  0.979	0.014	 -0.180	3.748
  0.986	0.014	 -0.165	3.750
  0.994	0.014	 -0.149	3.753
  0.901	0.014	 -0.353	3.725
  0.904	0.014	 -0.344	3.726
  0.908	0.014	 -0.336	3.727
  0.912	0.014	 -0.327	3.728
  0.915	0.014	 -0.319	3.729
  0.919	0.014	 -0.310	3.730
  0.923	0.014	 -0.302	3.732
  0.927	0.014	 -0.294	3.733
  0.930	0.014	 -0.286	3.734
  0.934	0.014	 -0.277	3.735
  0.938	0.014	 -0.269	3.736
  0.942	0.014	 -0.261	3.737
  0.945	0.014	 -0.252	3.738
  0.949	0.014	 -0.244	3.740
  0.956	0.014	 -0.228	3.742
  0.964	0.014	 -0.212	3.744
  0.971	0.014	 -0.196	3.746
  0.979	0.014	 -0.180	3.748
  0.986	0.014	 -0.164	3.751
  0.994	0.014	 -0.149	3.753
  0.901	0.014	 -0.351	3.725
  0.904	0.014	 -0.342	3.726
  0.908	0.014	 -0.334	3.727
  0.912	0.014	 -0.325	3.728
  0.915	0.014	 -0.317	3.730
  0.919	0.014	 -0.309	3.731
  0.923	0.014	 -0.300	3.732
  0.927	0.014	 -0.292	3.733
  0.930	0.014	 -0.284	3.734
  0.934	0.014	 -0.276	3.735
  0.938	0.014	 -0.268	3.736
  0.942	0.014	 -0.259	3.737
  0.945	0.014	 -0.251	3.739
  0.949	0.014	 -0.243	3.740
  0.956	0.014	 -0.227	3.742
  0.964	0.014	 -0.211	3.744
  0.971	0.014	 -0.195	3.746
  0.979	0.014	 -0.180	3.748
  0.986	0.014	 -0.164	3.750
  0.994	0.014	 -0.148	3.753
  0.901	0.014	 -0.352	3.725
  0.904	0.014	 -0.343	3.726
  0.908	0.014	 -0.335	3.727
  0.912	0.014	 -0.326	3.728
  0.915	0.014	 -0.318	3.729
  0.919	0.014	 -0.310	3.730
  0.923	0.014	 -0.301	3.732
  0.927	0.014	 -0.293	3.733
  0.930	0.014	 -0.284	3.734
  0.934	0.014	 -0.276	3.735
  0.938	0.014	 -0.268	3.736
  0.942	0.014	 -0.260	3.737
  0.945	0.014	 -0.251	3.738
  0.949	0.014	 -0.243	3.740
  0.956	0.014	 -0.227	3.742
  0.964	0.014	 -0.211	3.744
  0.971	0.014	 -0.195	3.746
  0.979	0.014	 -0.179	3.749
  0.986	0.014	 -0.163	3.751
  0.994	0.014	 -0.147	3.753
  0.901	0.014	 -0.350	3.725
  0.904	0.014	 -0.342	3.726
  0.908	0.014	 -0.333	3.727
  0.912	0.014	 -0.325	3.728
  0.915	0.014	 -0.316	3.730
  0.919	0.014	 -0.308	3.731
  0.923	0.014	 -0.300	3.732
  0.927	0.014	 -0.292	3.733
  0.930	0.014	 -0.283	3.734
  0.934	0.014	 -0.275	3.735
  0.938	0.014	 -0.267	3.736
  0.942	0.014	 -0.259	3.738
  0.945	0.014	 -0.250	3.739
  0.949	0.014	 -0.242	3.740
  0.956	0.014	 -0.226	3.742
  0.964	0.014	 -0.210	3.744
  0.971	0.014	 -0.194	3.746
  0.979	0.014	 -0.178	3.748
  0.986	0.014	 -0.163	3.751
  0.994	0.014	 -0.147	3.753
  0.901	0.014	 -0.351	3.725
  0.904	0.014	 -0.342	3.726
  0.908	0.014	 -0.334	3.727
  0.912	0.014	 -0.325	3.728
  0.915	0.014	 -0.317	3.729
  0.919	0.014	 -0.308	3.730
  0.923	0.014	 -0.300	3.732
  0.927	0.014	 -0.291	3.733
  0.930	0.014	 -0.283	3.734
  0.934	0.014	 -0.275	3.735
  0.938	0.014	 -0.266	3.736
  0.942	0.014	 -0.258	3.738
  0.945	0.014	 -0.250	3.739
  0.949	0.014	 -0.242	3.740
  0.956	0.014	 -0.225	3.742
  0.964	0.014	 -0.209	3.744
  0.971	0.014	 -0.193	3.746
  0.979	0.014	 -0.177	3.749
  0.986	0.014	 -0.161	3.751
  0.994	0.014	 -0.145	3.753
  0.901	0.014	 -0.350	3.725
  0.904	0.014	 -0.341	3.726
  0.908	0.014	 -0.333	3.727
  0.912	0.014	 -0.324	3.728
  0.915	0.014	 -0.316	3.730
  0.919	0.014	 -0.307	3.731
  0.923	0.014	 -0.299	3.732
  0.927	0.014	 -0.291	3.733
  0.930	0.014	 -0.282	3.734
  0.934	0.014	 -0.274	3.735
  0.938	0.014	 -0.266	3.736
  0.942	0.014	 -0.258	3.738
  0.945	0.014	 -0.250	3.739
  0.949	0.014	 -0.241	3.740
  0.956	0.014	 -0.225	3.742
  0.964	0.014	 -0.209	3.744
  0.971	0.014	 -0.193	3.746
  0.979	0.014	 -0.177	3.748
  0.986	0.014	 -0.161	3.751
  0.994	0.014	 -0.146	3.753
  0.901	0.014	 -0.349	3.725
  0.904	0.014	 -0.340	3.726
  0.908	0.014	 -0.332	3.727
  0.912	0.014	 -0.323	3.728
  0.915	0.014	 -0.315	3.729
  0.919	0.014	 -0.306	3.731
  0.923	0.014	 -0.298	3.732
  0.927	0.014	 -0.290	3.733
  0.930	0.014	 -0.281	3.734
  0.934	0.014	 -0.273	3.735
  0.938	0.014	 -0.264	3.736
  0.942	0.014	 -0.256	3.738
  0.945	0.014	 -0.248	3.739
  0.949	0.014	 -0.240	3.740
  0.956	0.014	 -0.223	3.742
  0.964	0.014	 -0.207	3.744
  0.971	0.014	 -0.191	3.747
  0.979	0.014	 -0.175	3.749
  0.986	0.014	 -0.159	3.751
  0.994	0.014	 -0.143	3.753
  0.901	0.014	 -0.349	3.725
  0.904	0.014	 -0.340	3.726
  0.908	0.014	 -0.332	3.727
  0.912	0.014	 -0.323	3.728
  0.915	0.014	 -0.315	3.730
  0.919	0.014	 -0.306	3.731
  0.923	0.014	 -0.298	3.732
  0.927	0.014	 -0.290	3.733
  0.930	0.014	 -0.281	3.734
  0.934	0.014	 -0.273	3.735
  0.938	0.014	 -0.265	3.736
  0.942	0.014	 -0.256	3.738
  0.945	0.014	 -0.248	3.739
  0.949	0.014	 -0.240	3.740
  0.956	0.014	 -0.224	3.742
  0.964	0.014	 -0.208	3.744
  0.971	0.014	 -0.191	3.746
  0.979	0.014	 -0.175	3.749
  0.986	0.014	 -0.160	3.751
  0.994	0.014	 -0.144	3.753
  0.901	0.014	 -0.347	3.725
  0.904	0.014	 -0.338	3.726
  0.908	0.014	 -0.330	3.727
  0.912	0.014	 -0.321	3.728
  0.915	0.014	 -0.313	3.730
  0.919	0.014	 -0.304	3.731
  0.923	0.014	 -0.296	3.732
  0.927	0.014	 -0.287	3.733
  0.930	0.014	 -0.279	3.734
  0.934	0.014	 -0.271	3.735
  0.938	0.014	 -0.262	3.737
  0.942	0.014	 -0.254	3.738
  0.945	0.014	 -0.246	3.739
  0.949	0.014	 -0.238	3.740
  0.956	0.014	 -0.221	3.742
  0.964	0.014	 -0.205	3.745
  0.971	0.014	 -0.189	3.747
  0.979	0.014	 -0.173	3.749
  0.986	0.014	 -0.157	3.751
  0.994	0.014	 -0.142	3.754
  0.901	0.014	 -0.348	3.725
  0.904	0.014	 -0.339	3.726
  0.908	0.014	 -0.331	3.727
  0.912	0.014	 -0.322	3.728
  0.915	0.014	 -0.314	3.729
  0.919	0.014	 -0.305	3.731
  0.923	0.014	 -0.297	3.732
  0.927	0.014	 -0.288	3.733
  0.930	0.014	 -0.280	3.734
  0.934	0.014	 -0.272	3.735
  0.938	0.014	 -0.264	3.736
  0.942	0.014	 -0.255	3.738
  0.945	0.014	 -0.247	3.739
  0.949	0.014	 -0.239	3.740
  0.956	0.014	 -0.223	3.742
  0.964	0.014	 -0.206	3.744
  0.971	0.014	 -0.190	3.746
  0.979	0.014	 -0.175	3.749
  0.986	0.014	 -0.159	3.751
  0.994	0.014	 -0.143	3.753
  0.901	0.014	 -0.346	3.725
  0.904	0.014	 -0.337	3.726
  0.908	0.014	 -0.329	3.727
  0.912	0.014	 -0.320	3.728
  0.915	0.014	 -0.312	3.730
  0.919	0.014	 -0.303	3.731
  0.923	0.014	 -0.295	3.732
  0.927	0.014	 -0.286	3.733
  0.930	0.014	 -0.278	3.734
  0.934	0.014	 -0.270	3.735
  0.938	0.014	 -0.262	3.737
  0.942	0.014	 -0.253	3.738
  0.945	0.014	 -0.245	3.739
  0.949	0.014	 -0.237	3.740
  0.956	0.014	 -0.220	3.742
  0.964	0.014	 -0.204	3.745
  0.971	0.014	 -0.188	3.747
  0.979	0.014	 -0.172	3.749
  0.986	0.014	 -0.156	3.751
  0.994	0.014	 -0.140	3.754
  0.901	0.014	 -0.347	3.725
  0.904	0.014	 -0.338	3.726
  0.908	0.014	 -0.330	3.727
  0.912	0.014	 -0.322	3.728
  0.915	0.014	 -0.313	3.729
  0.919	0.014	 -0.304	3.731
  0.923	0.014	 -0.296	3.732
  0.927	0.014	 -0.288	3.733
  0.930	0.014	 -0.279	3.734
  0.934	0.014	 -0.271	3.735
  0.938	0.014	 -0.263	3.736
  0.942	0.014	 -0.254	3.738
  0.945	0.014	 -0.246	3.739
  0.949	0.014	 -0.238	3.740
  0.956	0.014	 -0.222	3.742
  0.964	0.014	 -0.206	3.744
  0.971	0.014	 -0.190	3.746
  0.979	0.014	 -0.174	3.749
  0.986	0.014	 -0.158	3.751
  0.994	0.014	 -0.142	3.753
  0.901	0.014	 -0.345	3.725
  0.904	0.014	 -0.336	3.726
  0.908	0.014	 -0.328	3.727
  0.912	0.014	 -0.319	3.728
  0.915	0.014	 -0.311	3.730
  0.919	0.014	 -0.302	3.731
  0.923	0.014	 -0.294	3.732
  0.927	0.014	 -0.285	3.733
  0.930	0.014	 -0.277	3.734
  0.934	0.014	 -0.269	3.735
  0.938	0.014	 -0.260	3.737
  0.942	0.014	 -0.252	3.738
  0.945	0.014	 -0.244	3.739
  0.949	0.014	 -0.236	3.740
  0.956	0.014	 -0.219	3.742
  0.964	0.014	 -0.203	3.745
  0.971	0.014	 -0.187	3.747
  0.979	0.014	 -0.171	3.749
  0.986	0.014	 -0.155	3.751
  0.994	0.014	 -0.139	3.754
  0.901	0.014	 -0.346	3.725
  0.904	0.014	 -0.338	3.726
  0.908	0.014	 -0.329	3.727
  0.912	0.014	 -0.321	3.728
  0.915	0.014	 -0.312	3.729
  0.919	0.014	 -0.304	3.731
  0.923	0.014	 -0.295	3.732
  0.927	0.014	 -0.287	3.733
  0.930	0.014	 -0.278	3.734
  0.934	0.014	 -0.270	3.735
  0.938	0.014	 -0.262	3.736
  0.942	0.014	 -0.253	3.738
  0.945	0.014	 -0.245	3.739
  0.949	0.014	 -0.237	3.740
  0.956	0.014	 -0.221	3.742
  0.964	0.014	 -0.204	3.744
  0.971	0.014	 -0.188	3.746
  0.979	0.014	 -0.172	3.749
  0.986	0.014	 -0.156	3.751
  0.994	0.014	 -0.141	3.753
  0.901	0.014	 -0.344	3.725
  0.904	0.014	 -0.335	3.726
  0.908	0.014	 -0.326	3.727
  0.912	0.014	 -0.318	3.728
  0.915	0.014	 -0.309	3.730
  0.919	0.014	 -0.301	3.731
  0.923	0.014	 -0.292	3.732
  0.927	0.014	 -0.284	3.733
  0.930	0.014	 -0.276	3.734
  0.934	0.014	 -0.267	3.735
  0.938	0.014	 -0.259	3.737
  0.942	0.014	 -0.250	3.738
  0.945	0.014	 -0.242	3.739
  0.949	0.014	 -0.234	3.740
  0.956	0.014	 -0.218	3.742
  0.964	0.014	 -0.201	3.745
  0.971	0.014	 -0.185	3.747
  0.979	0.014	 -0.169	3.749
  0.986	0.014	 -0.153	3.751
  0.994	0.014	 -0.137	3.754
  0.901	0.014	 -0.345	3.725
  0.904	0.014	 -0.337	3.726
  0.908	0.014	 -0.328	3.727
  0.912	0.014	 -0.320	3.728
  0.915	0.014	 -0.311	3.729
  0.919	0.014	 -0.302	3.731
  0.923	0.014	 -0.294	3.732
  0.927	0.014	 -0.286	3.733
  0.930	0.014	 -0.277	3.734
  0.934	0.014	 -0.269	3.735
  0.938	0.014	 -0.260	3.736
  0.942	0.014	 -0.252	3.738
  0.945	0.014	 -0.244	3.739
  0.949	0.014	 -0.236	3.740
  0.956	0.014	 -0.219	3.742
  0.964	0.014	 -0.203	3.744
  0.971	0.014	 -0.187	3.746
  0.979	0.014	 -0.171	3.749
  0.986	0.014	 -0.155	3.751
  0.994	0.014	 -0.139	3.753
  0.901	0.014	 -0.342	3.725
  0.904	0.014	 -0.334	3.726
  0.908	0.014	 -0.325	3.727
  0.912	0.014	 -0.316	3.728
  0.915	0.014	 -0.308	3.730
  0.919	0.014	 -0.299	3.731
  0.923	0.014	 -0.291	3.732
  0.927	0.014	 -0.282	3.733
  0.930	0.014	 -0.274	3.734
  0.934	0.014	 -0.265	3.736
  0.938	0.014	 -0.257	3.737
  0.942	0.014	 -0.249	3.738
  0.945	0.014	 -0.240	3.739
  0.949	0.014	 -0.232	3.740
  0.956	0.014	 -0.216	3.742
  0.964	0.014	 -0.199	3.745
  0.971	0.014	 -0.183	3.747
  0.979	0.014	 -0.167	3.749
  0.986	0.014	 -0.151	3.752
  0.994	0.014	 -0.135	3.754
  0.901	0.014	 -0.344	3.725
  0.904	0.014	 -0.335	3.726
  0.908	0.014	 -0.327	3.727
  0.912	0.014	 -0.318	3.728
  0.915	0.014	 -0.310	3.730
  0.919	0.014	 -0.301	3.731
  0.923	0.014	 -0.293	3.732
  0.927	0.014	 -0.284	3.733
  0.930	0.014	 -0.276	3.734
  0.934	0.014	 -0.267	3.735
  0.938	0.014	 -0.259	3.736
  0.942	0.014	 -0.251	3.738
  0.945	0.014	 -0.242	3.739
  0.949	0.014	 -0.234	3.740
  0.956	0.014	 -0.218	3.742
  0.964	0.014	 -0.201	3.744
  0.971	0.014	 -0.185	3.747
  0.979	0.014	 -0.169	3.749
  0.986	0.014	 -0.153	3.751
  0.994	0.014	 -0.137	3.753
  0.901	0.014	 -0.340	3.725
  0.904	0.014	 -0.332	3.726
  0.908	0.014	 -0.323	3.727
  0.912	0.014	 -0.314	3.728
  0.915	0.014	 -0.306	3.730
  0.919	0.014	 -0.297	3.731
  0.923	0.014	 -0.288	3.732
  0.927	0.014	 -0.280	3.733
  0.930	0.014	 -0.272	3.734
  0.934	0.014	 -0.263	3.736
  0.938	0.014	 -0.255	3.737
  0.942	0.014	 -0.246	3.738
  0.945	0.014	 -0.238	3.739
  0.949	0.014	 -0.230	3.740
  0.956	0.014	 -0.213	3.743
  0.964	0.014	 -0.196	3.745
  0.971	0.014	 -0.180	3.747
  0.979	0.014	 -0.164	3.749
  0.986	0.014	 -0.148	3.752
  0.994	0.014	 -0.132	3.754
  0.901	0.014	 -0.342	3.725
  0.904	0.014	 -0.334	3.726
  0.908	0.014	 -0.325	3.727
  0.912	0.014	 -0.316	3.728
  0.915	0.014	 -0.308	3.730
  0.919	0.014	 -0.299	3.731
  0.923	0.014	 -0.291	3.732
  0.927	0.014	 -0.282	3.733
  0.930	0.014	 -0.274	3.734
  0.934	0.014	 -0.265	3.735
  0.938	0.014	 -0.257	3.736
  0.942	0.014	 -0.248	3.738
  0.945	0.014	 -0.240	3.739
  0.949	0.014	 -0.232	3.740
  0.956	0.014	 -0.215	3.742
  0.964	0.014	 -0.199	3.744
  0.971	0.014	 -0.182	3.747
  0.979	0.014	 -0.166	3.749
  0.986	0.014	 -0.150	3.751
  0.994	0.014	 -0.134	3.753
  0.901	0.014	 -0.338	3.725
  0.904	0.014	 -0.329	3.726
  0.908	0.014	 -0.320	3.728
  0.912	0.014	 -0.312	3.729
  0.915	0.014	 -0.303	3.730
  0.919	0.014	 -0.294	3.731
  0.923	0.014	 -0.286	3.732
  0.927	0.014	 -0.277	3.733
  0.930	0.014	 -0.269	3.735
  0.934	0.014	 -0.260	3.736
  0.938	0.014	 -0.252	3.737
  0.942	0.014	 -0.243	3.738
  0.945	0.014	 -0.235	3.739
  0.953	0.014	 -0.218	3.742
  0.960	0.014	 -0.201	3.744
  0.968	0.014	 -0.185	3.746
  0.975	0.014	 -0.168	3.748
  0.983	0.014	 -0.152	3.751
  0.990	0.014	 -0.136	3.753
  0.997	0.014	 -0.120	3.755
  0.901	0.014	 -0.340	3.725
  0.904	0.014	 -0.332	3.726
  0.908	0.014	 -0.323	3.727
  0.912	0.014	 -0.314	3.728
  0.915	0.014	 -0.306	3.730
  0.919	0.014	 -0.297	3.731
  0.923	0.014	 -0.288	3.732
  0.927	0.014	 -0.280	3.733
  0.930	0.014	 -0.271	3.734
  0.934	0.014	 -0.263	3.735
  0.938	0.014	 -0.254	3.737
  0.942	0.014	 -0.246	3.738
  0.945	0.014	 -0.238	3.739
  0.949	0.014	 -0.229	3.740
  0.956	0.014	 -0.212	3.742
  0.964	0.014	 -0.196	3.745
  0.971	0.014	 -0.179	3.747
  0.979	0.014	 -0.163	3.749
  0.986	0.014	 -0.147	3.751
  0.994	0.014	 -0.131	3.754

