#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:52:16 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:52:16	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=25
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
 25.614	0.014	  5.425	3.639
 25.615	0.014	  5.425	3.640
 25.617	0.014	  5.425	3.641
 25.619	0.014	  5.425	3.642
 25.621	0.014	  5.425	3.643
 25.623	0.014	  5.425	3.644
 25.625	0.014	  5.425	3.645
 25.627	0.014	  5.424	3.646
 25.629	0.014	  5.424	3.648
 25.631	0.014	  5.424	3.649
 25.633	0.014	  5.424	3.650
 25.635	0.014	  5.424	3.651
 25.636	0.014	  5.424	3.652
 25.638	0.014	  5.424	3.653
 25.640	0.014	  5.424	3.654
 25.642	0.014	  5.424	3.655
 25.644	0.014	  5.423	3.656
 25.646	0.014	  5.423	3.657
 25.648	0.014	  5.423	3.658
 25.650	0.014	  5.423	3.659
 25.652	0.014	  5.423	3.660
 25.654	0.014	  5.423	3.661
 25.656	0.014	  5.422	3.663
 25.657	0.014	  5.422	3.664
 25.657	0.014	  5.422	3.665
 25.658	0.014	  5.422	3.666
 25.659	0.014	  5.422	3.667
 25.660	0.014	  5.422	3.668
 25.661	0.014	  5.422	3.669
 25.662	0.014	  5.422	3.670
 25.663	0.014	  5.422	3.671
 25.664	0.014	  5.422	3.672
 25.665	0.014	  5.422	3.673
 25.666	0.014	  5.422	3.674
 25.667	0.014	  5.421	3.675
 25.668	0.014	  5.421	3.676
 25.669	0.014	  5.421	3.677
 25.670	0.014	  5.421	3.678
 25.671	0.014	  5.421	3.679
 25.672	0.014	  5.421	3.680
 25.673	0.014	  5.421	3.681
 25.674	0.014	  5.421	3.682
 25.675	0.014	  5.421	3.683
 25.676	0.014	  5.420	3.684
 25.677	0.014	  5.420	3.685
 25.677	0.014	  5.420	3.686
 25.678	0.014	  5.420	3.687
 25.679	0.014	  5.420	3.688
 25.680	0.014	  5.420	3.689
 25.681	0.014	  5.420	3.690
 25.682	0.014	  5.420	3.691
 25.683	0.014	  5.420	3.692
 25.684	0.014	  5.420	3.694
 25.685	0.014	  5.420	3.694
 25.686	0.014	  5.420	3.696
 25.687	0.014	  5.419	3.696
 25.688	0.014	  5.419	3.698
 25.689	0.014	  5.419	3.699
 25.690	0.014	  5.419	3.700
 25.691	0.014	  5.419	3.701
 25.692	0.014	  5.419	3.702
 25.693	0.014	  5.419	3.703
 25.694	0.014	  5.419	3.704
 25.695	0.014	  5.419	3.705
 25.697	0.014	  5.418	3.707
 25.698	0.014	  5.418	3.709
 25.700	0.014	  5.418	3.711
 25.702	0.014	  5.418	3.713
 25.704	0.014	  5.418	3.715
 25.706	0.014	  5.417	3.717
 25.708	0.014	  5.417	3.719
 25.712	0.014	  5.417	3.721
 25.719	0.014	  5.416	3.720
 25.735	0.014	  5.414	3.718
 25.765	0.014	  5.411	3.716
 25.769	0.014	  5.410	3.718
 25.770	0.014	  5.410	3.719
 25.770	0.014	  5.410	3.720
 25.770	0.014	  5.410	3.721
 25.771	0.014	  5.410	3.722
 25.771	0.014	  5.410	3.723
 25.772	0.014	  5.410	3.724
 25.772	0.014	  5.410	3.726
 25.773	0.014	  5.410	3.727
 25.773	0.014	  5.410	3.728
 25.774	0.014	  5.410	3.729
 25.774	0.014	  5.410	3.730
 25.775	0.014	  5.410	3.731
 25.775	0.014	  5.410	3.732
 25.776	0.014	  5.410	3.733
 25.776	0.014	  5.410	3.734
 25.777	0.014	  5.410	3.735
 25.777	0.014	  5.410	3.736
 25.778	0.014	  5.410	3.737
 25.778	0.014	  5.410	3.738
 25.779	0.014	  5.410	3.740
 25.779	0.014	  5.410	3.741
 25.780	0.014	  5.410	3.742
 25.780	0.014	  5.410	3.744
 25.781	0.014	  5.410	3.746
 25.782	0.014	  5.410	3.748
 25.783	0.014	  5.410	3.750
 25.784	0.014	  5.410	3.752
 25.785	0.014	  5.410	3.755
 25.786	0.014	  5.409	3.757
 25.787	0.014	  5.409	3.759
 25.788	0.014	  5.409	3.761
 25.789	0.014	  5.409	3.763
 25.790	0.014	  5.409	3.765
 25.791	0.014	  5.409	3.768
 25.792	0.014	  5.409	3.770
 25.793	0.014	  5.409	3.772
 25.794	0.014	  5.409	3.774
 25.795	0.014	  5.409	3.776
 25.796	0.014	  5.409	3.778
 25.797	0.014	  5.409	3.780
 25.798	0.014	  5.409	3.783
 25.799	0.014	  5.409	3.785
 25.800	0.014	  5.409	3.787
 25.800	0.014	  5.409	3.789
 25.801	0.014	  5.409	3.791
 25.802	0.014	  5.409	3.793
 25.803	0.014	  5.409	3.796
 25.804	0.014	  5.409	3.798
 25.805	0.014	  5.409	3.800
 25.806	0.014	  5.408	3.802
 25.807	0.014	  5.408	3.804
 25.808	0.014	  5.408	3.806
 25.809	0.014	  5.408	3.808
 25.810	0.014	  5.408	3.811
 25.811	0.014	  5.408	3.813
 25.812	0.014	  5.408	3.815
 25.813	0.014	  5.408	3.817
 25.814	0.014	  5.408	3.819
 25.815	0.014	  5.408	3.821
 25.816	0.014	  5.408	3.824
 25.817	0.014	  5.408	3.826
 25.818	0.014	  5.408	3.828
 25.819	0.014	  5.408	3.830
 25.820	0.014	  5.408	3.832
 25.821	0.014	  5.408	3.834
 25.821	0.014	  5.408	3.835
 25.822	0.014	  5.408	3.837
 25.823	0.014	  5.408	3.839
 25.824	0.014	  5.408	3.840
 25.825	0.014	  5.408	3.842
 25.826	0.014	  5.408	3.844
 25.828	0.014	  5.408	3.847
 25.830	0.014	  5.408	3.850
 25.832	0.014	  5.408	3.854
 25.834	0.014	  5.408	3.857
 25.836	0.014	  5.408	3.860
 25.838	0.014	  5.408	3.863
 25.840	0.014	  5.408	3.867
 25.841	0.014	  5.408	3.870
 25.843	0.014	  5.408	3.873
 25.845	0.014	  5.408	3.876
 25.847	0.014	  5.408	3.880
 25.849	0.014	  5.408	3.883
 25.851	0.014	  5.408	3.886
 25.853	0.014	  5.408	3.889
 25.855	0.014	  5.408	3.893
 25.857	0.014	  5.408	3.896
 25.859	0.014	  5.409	3.899
 25.861	0.014	  5.409	3.902
 25.862	0.014	  5.409	3.906
 25.864	0.014	  5.409	3.909
 25.866	0.014	  5.409	3.912
 25.868	0.014	  5.409	3.916
 25.870	0.014	  5.409	3.919
 25.872	0.014	  5.409	3.922
 25.876	0.014	  5.409	3.926
 25.883	0.014	  5.409	3.929
 25.891	0.014	  5.409	3.932
 25.899	0.014	  5.409	3.936
 25.906	0.014	  5.409	3.939
 25.914	0.014	  5.409	3.942
 25.929	0.014	  5.410	3.948
 25.960	0.014	  5.410	3.955
 25.990	0.014	  5.410	3.962

