#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-14T21:37:55 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-14T21:37:55	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/iso&-order=I&-out=logAge&logAge=8.5&-out=iso&iso=iso&-out=Rot&Rot=r&-out=Mini&-out=Zini&Zini=0.014&-out=Mass&-out=logL&-out=logTe&-out=Mbol&-out=Vmag&-out=U-B&-out=B-V&-out=logg&-out=Veq&-out=OOc&-out=logdM/dtm&-out=He4&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	Mass	(F7.3)	Actual mass at the age of the isochrone	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	Mbol	(F7.3)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Vmag	(F7.3)	V-band absolute magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-B	(F6.3)	U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F6.3)	B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	logg	(F6.3)	Polar effective surface gravity in log scale	[ucd=instr.scale]
#Column	Veq	(F9.2)	Equatorial velocity	[ucd=phys.veloc;pos.eq]
#Column	OOc	(F7.4)	Actual {Omega}_surf_/{Omega}_crit_	[ucd=stat.fit.param]
#Column	logdM/dtm	(F8.3)	Mechanical mass loss in log scale	[ucd=phys.mass.loss]
#Column	He4	(E9.2)	4He surface abundance (mass fraction)	[ucd=phys.abund]
logAge	iso	Rot	Mini	Zini	Mass	logL	logTe	Mbol	Vmag	U-B	B-V	logg	Veq	OOc	logdM/dtm	He4
 8.5	iso	r	  3.346	0.014	  3.343	  2.550	3.643	 -1.625	 -1.094	 1.227	 1.194	 1.938	     4.36	 0.0571	   0.000	 3.21e-01
 8.5	iso	r	  3.348	0.014	  3.344	  2.537	3.645	 -1.592	 -1.069	 1.214	 1.187	 1.957	     4.47	 0.0578	   0.000	 3.21e-01
 8.5	iso	r	  3.350	0.014	  3.346	  2.523	3.646	 -1.557	 -1.042	 1.201	 1.180	 1.976	     4.58	 0.0586	   0.000	 3.21e-01
 8.5	iso	r	  3.352	0.014	  3.347	  2.509	3.647	 -1.522	 -1.016	 1.187	 1.174	 1.996	     4.70	 0.0595	   0.000	 3.21e-01
 8.5	iso	r	  3.354	0.014	  3.349	  2.492	3.649	 -1.480	 -0.983	 1.170	 1.165	 2.020	     4.85	 0.0605	   0.000	 3.21e-01
 8.5	iso	r	  3.355	0.014	  3.350	  2.481	3.650	 -1.452	 -0.962	 1.159	 1.160	 2.036	     4.94	 0.0611	   0.000	 3.21e-01
 8.5	iso	r	  3.355	0.014	  3.351	  2.470	3.651	 -1.424	 -0.940	 1.149	 1.154	 2.051	     5.04	 0.0618	   0.000	 3.21e-01
 8.5	iso	r	  3.356	0.014	  3.351	  2.457	3.652	 -1.394	 -0.915	 1.140	 1.149	 2.068	     5.16	 0.0625	   0.000	 3.21e-01
 8.5	iso	r	  3.357	0.014	  3.352	  2.445	3.653	 -1.363	 -0.889	 1.130	 1.144	 2.084	     5.27	 0.0633	   0.000	 3.21e-01
 8.5	iso	r	  3.359	0.014	  3.354	  2.422	3.655	 -1.304	 -0.840	 1.112	 1.134	 2.116	     5.50	 0.0648	   0.000	 3.21e-01
 8.5	iso	r	  3.361	0.014	  3.356	  2.399	3.657	 -1.248	 -0.794	 1.094	 1.124	 2.147	     5.74	 0.0662	   0.000	 3.21e-01
 8.5	iso	r	  3.362	0.014	  3.357	  2.389	3.658	 -1.223	 -0.774	 1.084	 1.119	 2.161	     5.86	 0.0670	   0.000	 3.21e-01
 8.5	iso	r	  3.363	0.014	  3.357	  2.379	3.659	 -1.197	 -0.754	 1.075	 1.114	 2.175	     5.98	 0.0678	   0.000	 3.21e-01
 8.5	iso	r	  3.365	0.014	  3.359	  2.360	3.661	 -1.150	 -0.716	 1.057	 1.104	 2.203	     6.23	 0.0694	   0.000	 3.21e-01
 8.5	iso	r	  3.367	0.014	  3.361	  2.342	3.663	 -1.104	 -0.680	 1.039	 1.094	 2.229	     6.47	 0.0710	   0.000	 3.21e-01
 8.5	iso	r	  3.369	0.014	  3.363	  2.325	3.665	 -1.062	 -0.647	 1.023	 1.085	 2.253	     6.73	 0.0727	   0.000	 3.21e-01
 8.5	iso	r	  3.371	0.014	  3.364	  2.310	3.667	 -1.025	 -0.618	 1.007	 1.077	 2.275	     6.99	 0.0745	   0.000	 3.21e-01
 8.5	iso	r	  3.373	0.014	  3.366	  2.297	3.668	 -0.994	 -0.595	 0.992	 1.068	 2.294	     7.25	 0.0763	   0.000	 3.21e-01
 8.5	iso	r	  3.375	0.014	  3.368	  2.287	3.670	 -0.967	 -0.576	 0.978	 1.061	 2.311	     7.50	 0.0781	   0.000	 3.21e-01
 8.5	iso	r	  3.376	0.014	  3.370	  2.278	3.671	 -0.946	 -0.562	 0.965	 1.054	 2.326	     7.75	 0.0799	   0.000	 3.21e-01
 8.5	iso	r	  3.378	0.014	  3.371	  2.271	3.673	 -0.928	 -0.551	 0.952	 1.046	 2.339	     8.00	 0.0818	   0.000	 3.21e-01
 8.5	iso	r	  3.380	0.014	  3.373	  2.265	3.674	 -0.913	 -0.543	 0.940	 1.040	 2.350	     8.25	 0.0837	   0.000	 3.21e-01
 8.5	iso	r	  3.384	0.014	  3.377	  2.259	3.676	 -0.896	 -0.536	 0.917	 1.030	 2.365	     8.66	 0.0873	   0.000	 3.21e-01
 8.5	iso	r	  3.388	0.014	  3.380	  2.256	3.678	 -0.890	 -0.538	 0.894	 1.020	 2.376	     9.07	 0.0911	   0.000	 3.21e-01
 8.5	iso	r	  3.392	0.014	  3.384	  2.257	3.680	 -0.892	 -0.547	 0.876	 1.012	 2.382	     9.45	 0.0945	   0.000	 3.21e-01
 8.5	iso	r	  3.396	0.014	  3.387	  2.262	3.681	 -0.904	 -0.567	 0.854	 1.003	 2.386	     9.84	 0.0987	   0.000	 3.21e-01
 8.5	iso	r	  3.397	0.014	  3.389	  2.266	3.682	 -0.914	 -0.582	 0.842	 0.998	 2.386	    10.11	 0.1015	   0.000	 3.21e-01
 8.5	iso	r	  3.399	0.014	  3.391	  2.271	3.684	 -0.927	 -0.600	 0.829	 0.992	 2.386	    10.43	 0.1049	   0.000	 3.21e-01
 8.5	iso	r	  3.403	0.014	  3.395	  2.282	3.686	 -0.955	 -0.638	 0.806	 0.983	 2.383	    11.00	 0.1118	   0.000	 3.21e-01
 8.5	iso	r	  3.405	0.014	  3.396	  2.290	3.686	 -0.975	 -0.662	 0.794	 0.978	 2.379	    11.46	 0.1172	   0.000	 3.21e-01
 8.5	iso	r	  3.409	0.014	  3.400	  2.304	3.688	 -1.010	 -0.705	 0.774	 0.969	 2.373	    12.39	 0.1279	   0.000	 3.21e-01
 8.5	iso	r	  3.411	0.014	  3.402	  2.312	3.689	 -1.031	 -0.731	 0.762	 0.964	 2.369	    12.83	 0.1336	   0.000	 3.21e-01
 8.5	iso	r	  3.413	0.014	  3.403	  2.321	3.691	 -1.052	 -0.758	 0.745	 0.956	 2.367	    13.23	 0.1384	   0.000	 3.21e-01
 8.5	iso	r	  3.416	0.014	  3.407	  2.335	3.693	 -1.087	 -0.802	 0.722	 0.947	 2.361	    13.74	 0.1442	   0.000	 3.21e-01
 8.5	iso	r	  3.424	0.014	  3.414	  2.354	3.694	 -1.136	 -0.860	 0.700	 0.937	 2.350	    15.36	 0.1639	   0.000	 3.21e-01
 8.5	iso	r	  3.432	0.014	  3.420	  2.368	3.693	 -1.171	 -0.888	 0.720	 0.946	 2.330	    15.45	 0.1673	   0.000	 3.21e-01
 8.5	iso	r	  3.439	0.014	  3.427	  2.386	3.692	 -1.214	 -0.929	 0.725	 0.948	 2.312	    15.69	 0.1726	   0.000	 3.21e-01
 8.5	iso	r	  3.443	0.014	  3.430	  2.389	3.691	 -1.222	 -0.930	 0.743	 0.956	 2.303	    15.22	 0.1677	   0.000	 3.21e-01
 8.5	iso	r	  3.445	0.014	  3.431	  2.390	3.690	 -1.226	 -0.930	 0.752	 0.960	 2.299	    15.01	 0.1657	   0.000	 3.21e-01
 8.5	iso	r	  3.447	0.014	  3.433	  2.390	3.689	 -1.224	 -0.921	 0.770	 0.967	 2.293	    14.08	 0.1552	   0.000	 3.21e-01
 8.5	iso	r	  3.449	0.014	  3.435	  2.388	3.687	 -1.220	 -0.910	 0.789	 0.975	 2.288	    13.16	 0.1446	   0.000	 3.21e-01
 8.5	iso	r	  3.451	0.014	  3.436	  2.387	3.685	 -1.217	 -0.898	 0.809	 0.984	 2.283	    12.56	 0.1377	   0.000	 3.21e-01
 8.5	iso	r	  3.452	0.014	  3.437	  2.384	3.684	 -1.211	 -0.886	 0.824	 0.990	 2.280	    12.02	 0.1311	   0.000	 3.21e-01
 8.5	iso	r	  3.454	0.014	  3.439	  2.383	3.683	 -1.208	 -0.877	 0.840	 0.997	 2.276	    11.51	 0.1251	   0.000	 3.21e-01
 8.5	iso	r	  3.457	0.014	  3.442	  2.384	3.681	 -1.210	 -0.872	 0.860	 1.006	 2.268	    10.92	 0.1181	   0.000	 3.21e-01
 8.5	iso	r	  3.458	0.014	  3.443	  2.382	3.680	 -1.205	 -0.861	 0.874	 1.012	 2.266	    10.51	 0.1133	   0.000	 3.21e-01
 8.5	iso	r	  3.459	0.014	  3.443	  2.380	3.679	 -1.201	 -0.852	 0.886	 1.017	 2.263	    10.16	 0.1090	   0.000	 3.21e-01
 8.5	iso	r	  3.461	0.014	  3.445	  2.378	3.677	 -1.196	 -0.838	 0.909	 1.026	 2.257	     9.66	 0.1030	   0.000	 3.21e-01
 8.5	iso	r	  3.465	0.014	  3.448	  2.382	3.676	 -1.204	 -0.841	 0.923	 1.033	 2.249	     9.45	 0.1006	   0.000	 3.21e-01
 8.5	iso	r	  3.473	0.014	  3.456	  2.392	3.674	 -1.231	 -0.863	 0.934	 1.038	 2.236	     9.27	 0.0993	   0.000	 3.21e-01
 8.5	iso	r	  3.488	0.014	  3.470	  2.414	3.673	 -1.286	 -0.910	 0.951	 1.046	 2.209	     9.12	 0.0985	   0.000	 3.21e-01
 8.5	iso	r	  3.503	0.014	  3.484	  2.438	3.671	 -1.344	 -0.959	 0.968	 1.055	 2.180	     8.89	 0.0974	   0.000	 3.21e-01
 8.5	iso	r	  3.511	0.014	  3.491	  2.450	3.670	 -1.374	 -0.983	 0.978	 1.060	 2.165	     8.79	 0.0970	   0.000	 3.20e-01
 8.5	iso	r	  3.526	0.014	  3.505	  2.474	3.668	 -1.434	 -1.034	 0.995	 1.070	 2.135	     8.54	 0.0957	   0.000	 3.20e-01
 8.5	iso	r	  3.534	0.014	  3.512	  2.486	3.667	 -1.465	 -1.058	 1.007	 1.077	 2.118	     8.37	 0.0945	   0.000	 3.20e-01
 8.5	iso	r	  3.541	0.014	  3.519	  2.499	3.665	 -1.497	 -1.082	 1.023	 1.085	 2.099	     8.09	 0.0923	   0.000	 3.20e-01
 8.5	iso	r	  3.545	0.014	  3.522	  2.506	3.664	 -1.515	 -1.094	 1.034	 1.091	 2.087	     7.88	 0.0904	   0.000	 3.20e-01
 8.5	iso	r	  3.549	0.014	  3.526	  2.514	3.662	 -1.535	 -1.106	 1.048	 1.099	 2.074	     7.56	 0.0878	   0.000	 3.20e-01
 8.5	iso	r	  3.553	0.014	  3.529	  2.522	3.661	 -1.556	 -1.120	 1.061	 1.106	 2.060	     7.27	 0.0852	   0.000	 3.20e-01
 8.5	iso	r	  3.557	0.014	  3.532	  2.533	3.659	 -1.583	 -1.138	 1.077	 1.115	 2.042	     6.93	 0.0823	   0.000	 3.20e-01
 8.5	iso	r	  3.559	0.014	  3.534	  2.540	3.658	 -1.599	 -1.149	 1.087	 1.120	 2.032	     6.73	 0.0806	   0.000	 3.20e-01
 8.5	iso	r	  3.560	0.014	  3.536	  2.546	3.657	 -1.615	 -1.160	 1.097	 1.126	 2.021	     6.54	 0.0789	   0.000	 3.20e-01
 8.5	iso	r	  3.561	0.014	  3.536	  2.558	3.655	 -1.644	 -1.181	 1.110	 1.133	 2.004	     6.32	 0.0772	   0.000	 3.20e-01
 8.5	iso	r	  3.561	0.014	  3.537	  2.570	3.654	 -1.676	 -1.205	 1.125	 1.141	 1.985	     6.09	 0.0753	   0.000	 3.20e-01
 8.5	iso	r	  3.562	0.014	  3.537	  2.583	3.652	 -1.708	 -1.229	 1.140	 1.149	 1.966	     5.86	 0.0735	   0.000	 3.20e-01
 8.5	iso	r	  3.562	0.014	  3.537	  2.596	3.651	 -1.739	 -1.253	 1.154	 1.157	 1.947	     5.63	 0.0716	   0.000	 3.20e-01
 8.5	iso	r	  3.563	0.014	  3.538	  2.608	3.649	 -1.771	 -1.275	 1.169	 1.165	 1.928	     5.40	 0.0698	   0.000	 3.20e-01
 8.5	iso	r	  3.563	0.014	  3.538	  2.615	3.648	 -1.787	 -1.286	 1.177	 1.169	 1.918	     5.28	 0.0689	   0.000	 3.20e-01
 8.5	iso	r	  3.563	0.014	  3.538	  2.620	3.648	 -1.801	 -1.296	 1.184	 1.172	 1.910	     5.20	 0.0682	   0.000	 3.20e-01
 8.5	iso	r	  3.563	0.014	  3.538	  2.637	3.646	 -1.843	 -1.327	 1.202	 1.181	 1.886	     5.01	 0.0667	   0.000	 3.20e-01
 8.5	iso	r	  3.563	0.014	  3.538	  2.654	3.644	 -1.885	 -1.358	 1.221	 1.190	 1.862	     4.82	 0.0652	   0.000	 3.20e-01
 8.5	iso	r	  3.564	0.014	  3.538	  2.667	3.642	 -1.918	 -1.382	 1.236	 1.198	 1.842	     4.66	 0.0636	   0.000	 3.20e-01
 8.5	iso	r	  3.564	0.014	  3.539	  2.679	3.641	 -1.948	 -1.404	 1.250	 1.205	 1.825	     4.49	 0.0616	   0.000	 3.20e-01
 8.5	iso	r	  3.564	0.014	  3.539	  2.685	3.640	 -1.964	 -1.414	 1.258	 1.209	 1.816	     4.40	 0.0606	   0.000	 3.20e-01
 8.5	iso	r	  3.565	0.014	  3.539	  2.704	3.638	 -2.010	 -1.450	 1.275	 1.218	 1.790	     4.26	 0.0593	   0.000	 3.20e-01
 8.5	iso	r	  3.566	0.014	  3.540	  2.719	3.637	 -2.047	 -1.477	 1.291	 1.226	 1.769	     4.17	 0.0585	   0.000	 3.20e-01

